country,year,elect_vio,gdp_pc,wdi_pop,quota_ord,quota_bi,quota_place,quota_thresh,civil_lib,wom_married15,lag_ev
India,2016,0,1714.28035526737,1338636340,0,0,NA,NA,0.652,5.4,0
India,2016,1,1714.28035526737,1338636340,0,0,NA,NA,0.652,5.4,0
India,2016,0,1714.28035526737,1338636340,0,0,NA,NA,0.652,5.4,1
India,2016,1,1714.28035526737,1338636340,0,0,NA,NA,0.652,5.4,0
Nepal,2016,1,880.224488097816,27861186,3,1,0,33,0.613,7,1
India,2016,1,1714.28035526737,1338636340,0,0,NA,NA,0.652,5.4,1
Nepal,2016,1,880.224488097816,27861186,3,1,0,33,0.613,7,1
India,2016,1,1714.28035526737,1338636340,0,0,NA,NA,0.652,5.4,1
India,2016,1,1714.28035526737,1338636340,0,0,NA,NA,0.652,5.4,1
Thailand,2016,1,5854.46108800162,70607037,0,0,NA,NA,0.508,NA,0
Pakistan,2016,1,1468.82142077515,213524840,4,1,0,17.5,0.341,NA,0
India,2016,1,1714.28035526737,1338636340,0,0,NA,NA,0.652,5.4,1
India,2016,0,1714.28035526737,1338636340,0,0,NA,NA,0.652,5.4,1
India,2016,1,1714.28035526737,1338636340,0,0,NA,NA,0.652,5.4,0
Pakistan,2016,0,1468.82142077515,213524840,4,1,0,17.5,0.341,NA,1
Philippines,2016,1,NA,NA,0,0,NA,NA,0.743,NA,1
India,2016,1,1714.28035526737,1338636340,0,0,NA,NA,0.652,5.4,1
India,2016,1,1714.28035526737,1338636340,0,0,NA,NA,0.652,5.4,1
India,2016,1,1714.28035526737,1338636340,0,0,NA,NA,0.652,5.4,1
India,2016,1,1714.28035526737,1338636340,0,0,NA,NA,0.652,5.4,1
India,2016,1,1714.28035526737,1338636340,0,0,NA,NA,0.652,5.4,1
India,2016,1,1714.28035526737,1338636340,0,0,NA,NA,0.652,5.4,1
India,2016,1,1714.28035526737,1338636340,0,0,NA,NA,0.652,5.4,1
India,2016,1,1714.28035526737,1338636340,0,0,NA,NA,0.652,5.4,1
India,2016,1,1714.28035526737,1338636340,0,0,NA,NA,0.652,5.4,1
India,2016,1,1714.28035526737,1338636340,0,0,NA,NA,0.652,5.4,1
India,2016,1,1714.28035526737,1338636340,0,0,NA,NA,0.652,5.4,1
India,2016,1,1714.28035526737,1338636340,0,0,NA,NA,0.652,5.4,1
India,2016,0,1714.28035526737,1338636340,0,0,NA,NA,0.652,5.4,1
India,2016,1,1714.28035526737,1338636340,0,0,NA,NA,0.652,5.4,0
Philippines,2016,1,NA,NA,0,0,NA,NA,0.743,NA,1
India,2016,0,1714.28035526737,1338636340,0,0,NA,NA,0.652,5.4,1
Pakistan,2016,0,1468.82142077515,213524840,4,1,0,17.5,0.341,NA,0
Cambodia,2016,0,1281.10596442243,15624584,0,0,NA,NA,0.418,NA,1
India,2016,1,1714.28035526737,1338636340,0,0,NA,NA,0.652,5.4,0
Cambodia,2016,0,1281.10596442243,15624584,0,0,NA,NA,0.418,NA,0
India,2016,1,1714.28035526737,1338636340,0,0,NA,NA,0.652,5.4,1
Indonesia,2016,1,3558.81885229219,261850182,2,1,1,30,0.712,NA,0
Cambodia,2016,0,1281.10596442243,15624584,0,0,NA,NA,0.418,NA,0
Cambodia,2016,0,1281.10596442243,15624584,0,0,NA,NA,0.418,NA,0
Pakistan,2016,0,1468.82142077515,213524840,4,1,0,17.5,0.341,NA,0
Cambodia,2016,0,1281.10596442243,15624584,0,0,NA,NA,0.418,NA,0
Pakistan,2016,0,1468.82142077515,213524840,4,1,0,17.5,0.341,NA,0
Pakistan,2016,0,1468.82142077515,213524840,4,1,0,17.5,0.341,NA,0
Pakistan,2016,0,1468.82142077515,213524840,4,1,0,17.5,0.341,NA,0
Cambodia,2016,0,1281.10596442243,15624584,0,0,NA,NA,0.418,NA,0
Bangladesh,2015,1,1236.00506049059,157830000,4,1,0,14.2,0.651,NA,1
Pakistan,2015,1,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,0
Bangladesh,2015,1,1236.00506049059,157830000,4,1,0,14.2,0.651,NA,1
Bangladesh,2015,1,1236.00506049059,157830000,4,1,0,14.2,0.651,NA,1
Cambodia,2015,0,1170.74281578324,15417523,0,0,NA,NA,0.471,NA,0
Bangladesh,2015,1,1236.00506049059,157830000,4,1,0,14.2,0.651,NA,1
Bangladesh,2015,1,1236.00506049059,157830000,4,1,0,14.2,0.651,NA,1
Bangladesh,2015,1,1236.00506049059,157830000,4,1,0,14.2,0.651,NA,1
Bangladesh,2015,1,1236.00506049059,157830000,4,1,0,14.2,0.651,NA,1
Cambodia,2015,0,1170.74281578324,15417523,0,0,NA,NA,0.471,NA,0
Bangladesh,2015,1,1236.00506049059,157830000,4,1,0,14.2,0.651,NA,1
Cambodia,2015,0,1170.74281578324,15417523,0,0,NA,NA,0.471,NA,0
Bangladesh,2015,1,1236.00506049059,157830000,4,1,0,14.2,0.651,NA,1
Bangladesh,2015,1,1236.00506049059,157830000,4,1,0,14.2,0.651,NA,1
Pakistan,2015,1,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,1
Pakistan,2015,1,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,1
Bangladesh,2015,1,1236.00506049059,157830000,4,1,0,14.2,0.651,NA,1
Bangladesh,2015,1,1236.00506049059,157830000,4,1,0,14.2,0.651,NA,1
Bangladesh,2015,1,1236.00506049059,157830000,4,1,0,14.2,0.651,NA,1
Bangladesh,2015,1,1236.00506049059,157830000,4,1,0,14.2,0.651,NA,1
Bangladesh,2015,1,1236.00506049059,157830000,4,1,0,14.2,0.651,NA,1
Indonesia,2015,1,3322.58168813599,259091970,2,1,1,30,0.712,NA,1
Indonesia,2015,0,3322.58168813599,259091970,2,1,1,30,0.712,NA,1
Indonesia,2015,0,3322.58168813599,259091970,2,1,1,30,0.712,NA,0
Indonesia,2015,0,3322.58168813599,259091970,2,1,1,30,0.712,NA,0
Indonesia,2015,0,3322.58168813599,259091970,2,1,1,30,0.712,NA,0
Indonesia,2015,1,3322.58168813599,259091970,2,1,1,30,0.712,NA,0
Indonesia,2015,1,3322.58168813599,259091970,2,1,1,30,0.712,NA,1
Indonesia,2015,1,3322.58168813599,259091970,2,1,1,30,0.712,NA,1
Pakistan,2015,0,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,1
Pakistan,2015,0,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,0
Pakistan,2015,0,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,0
Indonesia,2015,0,3322.58168813599,259091970,2,1,1,30,0.712,NA,1
Pakistan,2015,1,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,0
Bangladesh,2015,1,1236.00506049059,157830000,4,1,0,14.2,0.651,NA,1
Pakistan,2015,0,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,1
Pakistan,2015,1,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,0
Pakistan,2015,1,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,1
Pakistan,2015,1,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,1
Pakistan,2015,1,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,1
Pakistan,2015,1,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,1
Pakistan,2015,1,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,1
Pakistan,2015,1,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,1
Pakistan,2015,1,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,1
Pakistan,2015,1,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,1
Pakistan,2015,1,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,1
Pakistan,2015,1,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,1
Pakistan,2015,1,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,1
Pakistan,2015,1,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,1
Pakistan,2015,1,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,1
Pakistan,2015,1,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,1
Pakistan,2015,1,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,1
Pakistan,2015,1,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,1
Pakistan,2015,0,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,1
Pakistan,2015,0,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,0
Pakistan,2015,0,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,0
Pakistan,2015,0,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,0
Pakistan,2015,1,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,0
Pakistan,2015,0,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,1
Pakistan,2015,0,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,0
Pakistan,2015,0,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,0
Pakistan,2015,0,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,0
Pakistan,2015,1,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,0
Pakistan,2015,1,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,1
Pakistan,2015,1,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,1
Nepal,2015,0,882.307448776577,27610325,3,1,0,33,0.627,NA,1
Pakistan,2015,1,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,1
Pakistan,2015,1,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,1
Pakistan,2015,1,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,1
Pakistan,2015,1,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,1
Pakistan,2015,1,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,1
Pakistan,2015,1,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,1
Pakistan,2015,1,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,1
Pakistan,2015,1,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,1
Pakistan,2015,1,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,1
Pakistan,2015,1,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,1
Pakistan,2015,1,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,1
Pakistan,2015,1,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,1
Pakistan,2015,1,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,1
Pakistan,2015,1,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,1
Pakistan,2015,1,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,1
Pakistan,2015,1,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,1
Pakistan,2015,1,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,1
Pakistan,2015,1,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,1
Pakistan,2015,1,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,1
Pakistan,2015,1,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,1
Pakistan,2015,0,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,1
Pakistan,2015,1,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,0
Pakistan,2015,1,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,1
Pakistan,2015,1,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,1
Indonesia,2015,1,3322.58168813599,259091970,2,1,1,30,0.712,NA,0
Pakistan,2015,1,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,1
Indonesia,2015,1,3322.58168813599,259091970,2,1,1,30,0.712,NA,1
Pakistan,2015,1,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,1
Pakistan,2015,0,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,1
Pakistan,2015,1,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,0
Indonesia,2015,1,3322.58168813599,259091970,2,1,1,30,0.712,NA,1
Pakistan,2015,0,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,1
Bangladesh,2015,1,1236.00506049059,157830000,4,1,0,14.2,0.651,NA,1
Pakistan,2015,0,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,0
Sri Lanka,2015,1,4060.13178524716,20970000,0,0,NA,NA,0.729,NA,0
Sri Lanka,2015,1,4060.13178524716,20970000,0,0,NA,NA,0.729,NA,1
Sri Lanka,2015,1,4060.13178524716,20970000,0,0,NA,NA,0.729,NA,1
Sri Lanka,2015,1,4060.13178524716,20970000,0,0,NA,NA,0.729,NA,1
Pakistan,2015,0,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,0
Pakistan,2015,0,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,0
Pakistan,2015,0,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,0
Indonesia,2015,0,3322.58168813599,259091970,2,1,1,30,0.712,NA,1
Sri Lanka,2015,0,4060.13178524716,20970000,0,0,NA,NA,0.729,NA,1
Sri Lanka,2015,0,4060.13178524716,20970000,0,0,NA,NA,0.729,NA,0
Sri Lanka,2015,1,4060.13178524716,20970000,0,0,NA,NA,0.729,NA,0
Sri Lanka,2015,1,4060.13178524716,20970000,0,0,NA,NA,0.729,NA,1
Sri Lanka,2015,0,4060.13178524716,20970000,0,0,NA,NA,0.729,NA,1
Pakistan,2015,0,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,0
Pakistan,2015,0,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,0
Pakistan,2015,0,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,0
Pakistan,2015,0,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,0
Pakistan,2015,0,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,0
Pakistan,2015,0,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,0
Pakistan,2015,0,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,0
Pakistan,2015,0,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,0
Pakistan,2015,0,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,0
Pakistan,2015,1,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,0
Pakistan,2015,0,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,1
Pakistan,2015,0,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,0
Pakistan,2015,1,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,0
Pakistan,2015,1,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,1
Pakistan,2015,1,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,1
Pakistan,2015,1,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,1
Pakistan,2015,1,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,1
Pakistan,2015,0,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,1
Pakistan,2015,1,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,0
Pakistan,2015,1,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,1
Pakistan,2015,1,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,1
Pakistan,2015,1,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,1
Pakistan,2015,1,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,1
Pakistan,2015,1,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,1
Pakistan,2015,1,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,1
Pakistan,2015,1,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,1
Pakistan,2015,1,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,1
Pakistan,2015,1,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,1
Pakistan,2015,1,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,1
Pakistan,2015,1,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,1
Pakistan,2015,1,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,1
Pakistan,2015,1,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,1
Pakistan,2015,1,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,1
Pakistan,2015,1,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,1
Pakistan,2015,1,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,1
Pakistan,2015,1,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,1
Pakistan,2015,0,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,1
Pakistan,2015,1,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,0
Pakistan,2015,1,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,1
Pakistan,2015,1,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,1
Pakistan,2015,1,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,1
Pakistan,2015,1,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,1
Pakistan,2015,1,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,1
Pakistan,2015,1,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,1
Pakistan,2015,0,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,1
Pakistan,2015,1,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,0
Pakistan,2015,1,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,1
Pakistan,2015,1,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,1
Pakistan,2015,1,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,1
Pakistan,2015,1,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,1
Pakistan,2015,1,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,1
Pakistan,2015,1,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,1
Pakistan,2015,1,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,1
Bangladesh,2015,1,1236.00506049059,157830000,4,1,0,14.2,0.651,NA,1
Pakistan,2015,1,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,1
Bangladesh,2015,1,1236.00506049059,157830000,4,1,0,14.2,0.651,NA,1
Pakistan,2015,0,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,1
Pakistan,2015,0,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,0
Pakistan,2015,0,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,0
Pakistan,2015,0,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,0
Bangladesh,2015,1,1236.00506049059,157830000,4,1,0,14.2,0.651,NA,1
Bangladesh,2015,1,1236.00506049059,157830000,4,1,0,14.2,0.651,NA,1
Bangladesh,2015,1,1236.00506049059,157830000,4,1,0,14.2,0.651,NA,1
Pakistan,2015,1,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,0
Pakistan,2015,1,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,1
Pakistan,2015,1,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,1
Bangladesh,2015,1,1236.00506049059,157830000,4,1,0,14.2,0.651,NA,1
Sri Lanka,2015,0,4060.13178524716,20970000,0,0,NA,NA,0.729,NA,0
Bangladesh,2015,1,1236.00506049059,157830000,4,1,0,14.2,0.651,NA,1
Bangladesh,2015,1,1236.00506049059,157830000,4,1,0,14.2,0.651,NA,1
Pakistan,2015,1,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,1
Bangladesh,2015,1,1236.00506049059,157830000,4,1,0,14.2,0.651,NA,1
Nepal,2015,1,882.307448776577,27610325,3,1,0,33,0.627,NA,0
Pakistan,2015,1,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,1
Pakistan,2015,0,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,1
Pakistan,2015,1,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,0
Pakistan,2015,1,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,1
Pakistan,2015,0,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,1
Pakistan,2015,0,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,0
Pakistan,2015,0,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,0
Pakistan,2015,0,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,0
Pakistan,2015,1,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,0
Indonesia,2015,0,3322.58168813599,259091970,2,1,1,30,0.712,NA,0
Pakistan,2015,0,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,1
Bangladesh,2015,1,1236.00506049059,157830000,4,1,0,14.2,0.651,NA,1
Bangladesh,2015,0,1236.00506049059,157830000,4,1,0,14.2,0.651,NA,1
Pakistan,2015,0,1282.44315294243,210969298,4,1,0,17.5,0.341,NA,0
Nepal,2015,1,882.307448776577,27610325,3,1,0,33,0.627,NA,1
Sri Lanka,2015,1,4060.13178524716,20970000,0,0,NA,NA,0.729,NA,0
Sri Lanka,2015,1,4060.13178524716,20970000,0,0,NA,NA,0.729,NA,1
Sri Lanka,2015,1,4060.13178524716,20970000,0,0,NA,NA,0.729,NA,1
Sri Lanka,2015,1,4060.13178524716,20970000,0,0,NA,NA,0.729,NA,1
Sri Lanka,2015,1,4060.13178524716,20970000,0,0,NA,NA,0.729,NA,1
Sri Lanka,2015,1,4060.13178524716,20970000,0,0,NA,NA,0.729,NA,1
Bangladesh,2015,1,1236.00506049059,157830000,4,1,0,14.2,0.651,NA,0
Bangladesh,2015,1,1236.00506049059,157830000,4,1,0,14.2,0.651,NA,1
Bangladesh,2015,1,1236.00506049059,157830000,4,1,0,14.2,0.651,NA,1
Bangladesh,2015,1,1236.00506049059,157830000,4,1,0,14.2,0.651,NA,1
Bangladesh,2015,1,1236.00506049059,157830000,4,1,0,14.2,0.651,NA,1
Sri Lanka,2015,1,4060.13178524716,20970000,0,0,NA,NA,0.729,NA,1
Sri Lanka,2015,1,4060.13178524716,20970000,0,0,NA,NA,0.729,NA,1
Bangladesh,2015,1,1236.00506049059,157830000,4,1,0,14.2,0.651,NA,1
Bangladesh,2015,1,1236.00506049059,157830000,4,1,0,14.2,0.651,NA,1
Bangladesh,2015,1,1236.00506049059,157830000,4,1,0,14.2,0.651,NA,1
Sri Lanka,2015,1,4060.13178524716,20970000,0,0,NA,NA,0.729,NA,1
Sri Lanka,2014,1,3971.91867501802,20778000,0,0,NA,NA,0.695,NA,1
Sri Lanka,2014,1,3971.91867501802,20778000,0,0,NA,NA,0.695,NA,1
Sri Lanka,2014,1,3971.91867501802,20778000,0,0,NA,NA,0.695,NA,1
Sri Lanka,2014,0,3971.91867501802,20778000,0,0,NA,NA,0.695,NA,1
Pakistan,2014,0,1173.39245362734,208251628,4,1,0,17.5,0.327,NA,0
Pakistan,2014,0,1173.39245362734,208251628,4,1,0,17.5,0.327,NA,0
Pakistan,2014,0,1173.39245362734,208251628,4,1,0,17.5,0.327,NA,0
Nepal,2014,1,827.744345971451,27462106,3,1,0,33,0.631,NA,1
Bangladesh,2014,1,1108.51509983546,155961299,4,1,0,14.2,0.633,22.4,1
Pakistan,2014,1,1173.39245362734,208251628,4,1,0,17.5,0.327,NA,0
Sri Lanka,2014,1,3971.91867501802,20778000,0,0,NA,NA,0.695,NA,0
Sri Lanka,2014,1,3971.91867501802,20778000,0,0,NA,NA,0.695,NA,1
Bangladesh,2014,1,1108.51509983546,155961299,4,1,0,14.2,0.633,22.4,1
Pakistan,2014,0,1173.39245362734,208251628,4,1,0,17.5,0.327,NA,1
Pakistan,2014,0,1173.39245362734,208251628,4,1,0,17.5,0.327,NA,0
Sri Lanka,2014,1,3971.91867501802,20778000,0,0,NA,NA,0.695,NA,1
Pakistan,2014,0,1173.39245362734,208251628,4,1,0,17.5,0.327,NA,0
Bangladesh,2014,1,1108.51509983546,155961299,4,1,0,14.2,0.633,22.4,1
Nepal,2014,1,827.744345971451,27462106,3,1,0,33,0.631,NA,1
Pakistan,2014,0,1173.39245362734,208251628,4,1,0,17.5,0.327,NA,0
Nepal,2014,1,827.744345971451,27462106,3,1,0,33,0.631,NA,1
Pakistan,2014,0,1173.39245362734,208251628,4,1,0,17.5,0.327,NA,0
Pakistan,2014,0,1173.39245362734,208251628,4,1,0,17.5,0.327,NA,0
Pakistan,2014,0,1173.39245362734,208251628,4,1,0,17.5,0.327,NA,0
Thailand,2014,0,5822.38369858276,69960943,0,0,NA,NA,0.564,NA,1
Nepal,2014,1,827.744345971451,27462106,3,1,0,33,0.631,NA,1
Nepal,2014,1,827.744345971451,27462106,3,1,0,33,0.631,NA,1
Thailand,2014,0,5822.38369858276,69960943,0,0,NA,NA,0.564,NA,0
Thailand,2014,0,5822.38369858276,69960943,0,0,NA,NA,0.564,NA,0
Cambodia,2014,1,1098.07453750857,15210817,0,0,NA,NA,0.471,1.9,0
Thailand,2014,0,5822.38369858276,69960943,0,0,NA,NA,0.564,NA,0
Cambodia,2014,1,1098.07453750857,15210817,0,0,NA,NA,0.471,1.9,1
Thailand,2014,0,5822.38369858276,69960943,0,0,NA,NA,0.564,NA,0
Thailand,2014,0,5822.38369858276,69960943,0,0,NA,NA,0.564,NA,0
Pakistan,2014,0,1173.39245362734,208251628,4,1,0,17.5,0.327,NA,0
Pakistan,2014,0,1173.39245362734,208251628,4,1,0,17.5,0.327,NA,0
Pakistan,2014,0,1173.39245362734,208251628,4,1,0,17.5,0.327,NA,0
Pakistan,2014,0,1173.39245362734,208251628,4,1,0,17.5,0.327,NA,0
Pakistan,2014,1,1173.39245362734,208251628,4,1,0,17.5,0.327,NA,0
Thailand,2014,0,5822.38369858276,69960943,0,0,NA,NA,0.564,NA,0
Pakistan,2014,1,1173.39245362734,208251628,4,1,0,17.5,0.327,NA,1
Bangladesh,2014,1,1108.51509983546,155961299,4,1,0,14.2,0.633,22.4,1
Bangladesh,2014,1,1108.51509983546,155961299,4,1,0,14.2,0.633,22.4,1
Thailand,2014,0,5822.38369858276,69960943,0,0,NA,NA,0.564,NA,0
Thailand,2014,0,5822.38369858276,69960943,0,0,NA,NA,0.564,NA,0
Thailand,2014,0,5822.38369858276,69960943,0,0,NA,NA,0.564,NA,0
Pakistan,2014,1,1173.39245362734,208251628,4,1,0,17.5,0.327,NA,1
Thailand,2014,0,5822.38369858276,69960943,0,0,NA,NA,0.564,NA,0
Thailand,2014,0,5822.38369858276,69960943,0,0,NA,NA,0.564,NA,0
Thailand,2014,0,5822.38369858276,69960943,0,0,NA,NA,0.564,NA,0
Thailand,2014,0,5822.38369858276,69960943,0,0,NA,NA,0.564,NA,0
Bangladesh,2014,1,1108.51509983546,155961299,4,1,0,14.2,0.633,22.4,1
Bangladesh,2014,1,1108.51509983546,155961299,4,1,0,14.2,0.633,22.4,1
Bangladesh,2014,1,1108.51509983546,155961299,4,1,0,14.2,0.633,22.4,1
Bangladesh,2014,1,1108.51509983546,155961299,4,1,0,14.2,0.633,22.4,1
Bangladesh,2014,1,1108.51509983546,155961299,4,1,0,14.2,0.633,22.4,1
Pakistan,2014,1,1173.39245362734,208251628,4,1,0,17.5,0.327,NA,1
Bangladesh,2014,1,1108.51509983546,155961299,4,1,0,14.2,0.633,22.4,1
Thailand,2014,0,5822.38369858276,69960943,0,0,NA,NA,0.564,NA,0
Bangladesh,2014,1,1108.51509983546,155961299,4,1,0,14.2,0.633,22.4,1
Thailand,2014,1,5822.38369858276,69960943,0,0,NA,NA,0.564,NA,0
Pakistan,2014,1,1173.39245362734,208251628,4,1,0,17.5,0.327,NA,1
Thailand,2014,1,5822.38369858276,69960943,0,0,NA,NA,0.564,NA,1
Thailand,2014,1,5822.38369858276,69960943,0,0,NA,NA,0.564,NA,1
Thailand,2014,0,5822.38369858276,69960943,0,0,NA,NA,0.564,NA,1
Thailand,2014,0,5822.38369858276,69960943,0,0,NA,NA,0.564,NA,0
Thailand,2014,1,5822.38369858276,69960943,0,0,NA,NA,0.564,NA,0
Thailand,2014,0,5822.38369858276,69960943,0,0,NA,NA,0.564,NA,1
